,Gene,Spearman_r,P_value,FDR
11109,CACNA1C-IT2,-0.2265,0.398983,0.8461363444885495
31763,KRTAP10-4,0.2265,0.398983,0.8461363444885495
12246,lnc-ROS1-1,0.2265,0.398983,0.8461363444885495
3991,lnc-TRUB2-2,-0.2265,0.398983,0.8461363444885495
1834,lnc-ACP1-6,-0.2265,0.398983,0.8461363444885495
33704,CCNDBP1,-0.2265,0.398983,0.8461363444885495
28576,ZNF473,0.2265,0.398983,0.8461363444885495
5637,LOC100996345,0.2265,0.398983,0.8461363444885495
31974,OR52B4,-0.2265,0.398983,0.8461363444885495
33875,ZNF878,0.2265,0.398983,0.8461363444885495
17079,MTCH1,-0.2265,0.398983,0.8461363444885495
5930,lnc-PIK3C3-2,-0.2265,0.398983,0.8461363444885495
2091,lnc-RND3-4,-0.2265,0.398983,0.8461363444885495
26341,TJP1,0.2265,0.398983,0.8461363444885495
16223,C12orf45,0.2265,0.398983,0.8461363444885495
15940,PPP2CA,0.2265,0.398983,0.8461363444885495
14503,lnc-AL391421.1-2,-0.2265,0.398983,0.8461363444885495
18443,ECHDC2,0.2265,0.398983,0.8461363444885495
32547,LOC644083,-0.2265,0.398983,0.8461363444885495
3925,lnc-RXRA-1,-0.2265,0.398983,0.8461363444885495
22084,NR3C2,0.2265,0.398983,0.8461363444885495
59,LOC653712,-0.2265,0.398983,0.8461363444885495
26785,LOC100128288,-0.2265,0.398983,0.8461363444885495
1499,lnc-PCP4L1-1,0.2265,0.398983,0.8461363444885495
19633,UNC50,0.2265,0.398983,0.8461363444885495
5423,lnc-RP11-210M15.2.1-3,0.2265,0.398983,0.8461363444885495
20177,DDX60L,-0.2265,0.398983,0.8461363444885495
9245,lnc-C8orf39-1,0.2265,0.398983,0.8461363444885495
12163,KCNH1-IT1,-0.2265,0.398983,0.8461363444885495
26821,LINC01588,-0.2265,0.398983,0.8461363444885495
12994,LOC101928309,-0.2265,0.398983,0.8461363444885495
9116,lnc-C1QTNF9-3,0.2265,0.398983,0.8461363444885495
24948,COL5A1,-0.2265,0.398983,0.8461363444885495
23349,MED22,-0.2265,0.398983,0.8461363444885495
18237,SCRN3,0.2265,0.398983,0.8461363444885495
15629,HPS6,0.2265,0.398983,0.8461363444885495
6641,XLOC_l2_002894,0.2265,0.398983,0.8461363444885495
15396,GPR174,0.2265,0.398983,0.8461363444885495
17957,OR2C1,-0.2265,0.398983,0.8461363444885495
23309,MC5R,-0.2265,0.398983,0.8461363444885495
18642,PPP1CC,0.2265,0.398983,0.8461363444885495
29748,KIAA1875,-0.2265,0.398983,0.8461363444885495
12004,LOC101927071,-0.2265,0.398983,0.8461363444885495
22311,TARDBP,-0.2265,0.398983,0.8461363444885495
15043,BCL2L13,-0.2265,0.398983,0.8461363444885495
25093,CCNT1,0.2265,0.398983,0.8461363444885495
17307,TMEM133,0.2265,0.398983,0.8461363444885495
17309,C11orf1,0.2265,0.398983,0.8461363444885495
3188,lnc-RFPL4B-2,-0.2265,0.398983,0.8461363444885495
22823,CAMK2B,-0.2265,0.398983,0.8461363444885495
5816,lnc-CETN1-1,-0.2265,0.398983,0.8461363444885495
25527,ZCCHC17,0.2265,0.398983,0.8461363444885495
4603,lnc-RP11-791J7.2.1-1,-0.2265,0.398983,0.8461363444885495
19752,CCDC109B,0.2265,0.398983,0.8461363444885495
10954,lnc-KLHL28-2,-0.2265,0.398983,0.8461363444885495
24491,STK40,-0.2265,0.398983,0.8461363444885495
13273,lnc-TRDMT1-2,-0.2265,0.398983,0.8461363444885495
19261,TRO,-0.2265,0.398983,0.8461363444885495
33547,SUPT20HL1,-0.2265,0.398983,0.8461363444885495
22780,SHFM1,0.2265,0.398983,0.8461363444885495
31395,LOC100131508,-0.2265,0.398983,0.8461363444885495
21195,ALS2CR12,0.2265,0.398983,0.8461363444885495
9789,lnc-DCLK3-2,0.2265,0.398983,0.8461363444885495
15384,PPWD1,0.2265,0.398983,0.8461363444885495
15391,MAML1,-0.2265,0.398983,0.8461363444885495
5556,lnc-CLDN6-1,-0.2265,0.398983,0.8461363444885495
28977,TMEM170B,-0.2265,0.398983,0.8461363444885495
16347,C19orf80,-0.2265,0.398983,0.8461363444885495
26259,ND1,-0.2265,0.398983,0.8461363444885495
5140,lnc-FOXG1-6,0.2265,0.398983,0.8461363444885495
5142,lnc-FOXG1-5,0.2265,0.398983,0.8461363444885495
22424,PPFIBP2,0.2265,0.398983,0.8461363444885495
13758,lnc-AAAS-1,0.2265,0.398983,0.8461363444885495
384,LOC101929580,-0.2265,0.398983,0.8461363444885495
33660,LOC100131257,-0.2265,0.398983,0.8461363444885495
29197,ZFHX2,0.2265,0.398983,0.8461363444885495
1439,lnc-ELAVL4-3,-0.2265,0.398983,0.8461363444885495
17776,ZFP69B,0.2265,0.398983,0.8461363444885495
19645,CSN3,-0.2265,0.398983,0.8461363444885495
13300,lnc-TRPM2-1,0.2265,0.398983,0.8461363444885495
13075,lnc-THOC5-1,-0.2265,0.398983,0.8461363444885495
32890,TYSND1,0.2265,0.398983,0.8461363444885495
4910,TUSC8,-0.2265,0.398983,0.8461363444885495
9609,lnc-CNBD1-4,0.2265,0.398983,0.8461363444885495
17841,CYP2C8,0.2265,0.398983,0.8461363444885495
22107,IGHMBP2,-0.2265,0.398983,0.8461363444885495
38,L3MBTL1,0.2265,0.398983,0.8461363444885495
19056,DNAJB14,0.2265,0.398983,0.8461363444885495
3046,lnc-QKI-2,0.2265,0.398983,0.8461363444885495
24470,IRAK1,-0.2265,0.398983,0.8461363444885495
20661,SAAL1,0.2265,0.398983,0.8461363444885495
20636,ZNF827,0.2265,0.398983,0.8461363444885495
5306,PWRN1,0.2265,0.398983,0.8461363444885495
5308,lnc-C15orf2-5,-0.2265,0.398983,0.8461363444885495
21629,MAGEB18,0.2265,0.398983,0.8461363444885495
30110,OR4S2,-0.2265,0.398983,0.8461363444885495
21607,LRRC56,0.2265,0.398983,0.8461363444885495
16753,OR56B1,-0.2265,0.398983,0.8461363444885495
18771,PPY,-0.2265,0.398983,0.8461363444885495
879,SNORD89,-0.2265,0.398983,0.8461363444885495
31899,C9orf170,0.2265,0.398983,0.8461363444885495
32526,FGL2,0.2265,0.398983,0.8461363444885495
29440,SLC9C2,0.2265,0.398983,0.8461363444885495
3715,lnc-PENK-2,0.2265,0.398983,0.8461363444885495
28018,UNC13D,-0.2265,0.398983,0.8461363444885495
25193,ZMYND15,-0.2265,0.398983,0.8461363444885495
7729,LOC101927630,0.2265,0.398983,0.8461363444885495
27158,MRGPRE,0.2265,0.398983,0.8461363444885495
29496,JHDM1D-AS1,-0.2265,0.398983,0.8461363444885495
13873,LOC101927063,-0.2265,0.398983,0.8461363444885495
14887,lnc-COMMD1-1,0.2265,0.398983,0.8461363444885495
7328,lnc-GAP43-6,0.2265,0.398983,0.8461363444885495
5758,lnc-COPZ2-1,0.2265,0.398983,0.8461363444885495
1130,LOC115110,0.2265,0.398983,0.8461363444885495
10622,lnc-HNRNPA1-2,0.2265,0.398983,0.8461363444885495
29634,SNHG10,0.2265,0.398983,0.8461363444885495
25462,KCTD8,0.2252,0.401778,0.8481339949382344
14512,lnc-SPRY2-2,0.2252,0.401778,0.8481339949382344
31498,SLC16A1,0.2252,0.401778,0.8481339949382344
1349,LOC101929631,-0.2252,0.401778,0.8481339949382344
32971,UBLCP1,0.2239,0.404588,0.8481339949382344
5192,lnc-WDR25-2,0.2237,0.404944,0.8481339949382344
32494,FAM110B,-0.2237,0.404944,0.8481339949382344
15590,MAEL,0.2237,0.404944,0.8481339949382344
32456,CDK19,-0.2237,0.404944,0.8481339949382344
17626,LTA,-0.2235,0.405298,0.8481339949382344
8961,RPS6KA2-IT1,-0.2235,0.405298,0.8481339949382344
20911,FAM167A,0.2235,0.405298,0.8481339949382344
4158,GATA3-AS1,-0.2235,0.405298,0.8481339949382344
8091,LOC100506082,0.2235,0.405298,0.8481339949382344
25672,YBX1,-0.2235,0.405298,0.8481339949382344
30795,APBB2,-0.2235,0.405298,0.8481339949382344
435,NUDT3,0.2235,0.405298,0.8481339949382344
14605,OGFR-AS1,0.2235,0.405298,0.8481339949382344
6072,lnc-PPDPF-1,0.2235,0.405298,0.8481339949382344
24473,MOSPD1,-0.2235,0.405298,0.8481339949382344
27817,RNF144B,-0.2235,0.405298,0.8481339949382344
16635,KNTC1,0.2235,0.405298,0.8481339949382344
9599,LOC101929732,0.2235,0.405298,0.8481339949382344
19059,SMARCAD1,0.2235,0.405298,0.8481339949382344
26085,LYSMD3,-0.2235,0.405298,0.8481339949382344
25245,ZNF540,0.2235,0.405298,0.8481339949382344
5538,LINC01229,-0.2235,0.405298,0.8481339949382344
5750,lnc-RP11-1407O15.2.1-1,0.2235,0.405298,0.8481339949382344
32008,TMEM246-AS1,-0.2235,0.405298,0.8481339949382344
15905,ACTRT3,-0.2235,0.405298,0.8481339949382344
25308,IL12A,-0.2235,0.405298,0.8481339949382344
3294,lnc-NOX3-2,-0.2235,0.405298,0.8481339949382344
25770,TTC22,0.2235,0.405298,0.8481339949382344
3160,lnc-CD2AP-1,-0.2235,0.405298,0.8481339949382344
31268,PSG5,0.2235,0.405298,0.8481339949382344
23571,MEGF11,-0.2235,0.405298,0.8481339949382344
31786,FLJ40712,-0.2235,0.405298,0.8481339949382344
27489,ZNF839,-0.2235,0.405298,0.8481339949382344
7648,XLOC_l2_013481,0.2235,0.405298,0.8481339949382344
10521,lnc-GTF2A2-1,0.2235,0.405298,0.8481339949382344
28333,AKR1A1,0.2235,0.405298,0.8481339949382344
9966,SH3RF3-AS1,0.2235,0.405298,0.8481339949382344
10580,lnc-HES4-1,0.2235,0.405298,0.8481339949382344
31787,CCDC174,0.2235,0.405298,0.8481339949382344
8770,lnc-ARHGAP44-1,0.2235,0.405298,0.8481339949382344
6523,XLOC_l2_001520,-0.2235,0.405298,0.8481339949382344
19788,STX4,-0.2235,0.405298,0.8481339949382344
19781,NDUFAF3,0.2235,0.405298,0.8481339949382344
17359,RPL6,0.2235,0.405298,0.8481339949382344
22831,TMEM139,0.2235,0.405298,0.8481339949382344
22876,ZFHX4,-0.2235,0.405298,0.8481339949382344
22291,TRIM40,-0.2235,0.405298,0.8481339949382344
23486,TBCE,0.2235,0.405298,0.8481339949382344
25420,MRPL15,0.2235,0.405298,0.8481339949382344
25786,SIVA1,0.2235,0.405298,0.8481339949382344
30884,KRTAP10-2,-0.2235,0.405298,0.8481339949382344
17064,GCLC,0.2235,0.405298,0.8481339949382344
22430,KCNH7,0.2235,0.405298,0.8481339949382344
13255,lnc-TPR-1,0.2235,0.405298,0.8481339949382344
17826,ELK4,0.2235,0.405298,0.8481339949382344
11984,PCAT4,0.2235,0.405298,0.8481339949382344
19888,SPSB4,-0.2235,0.405298,0.8481339949382344
27799,ZNF385A,-0.2235,0.405298,0.8481339949382344
2062,ANKRD36,0.2235,0.405298,0.8481339949382344
18637,ZNF384,-0.2235,0.405298,0.8481339949382344
540,CTXN2,-0.2235,0.405298,0.8481339949382344
9219,lnc-C5orf63-3,-0.2235,0.405298,0.8481339949382344
18185,CCDC146,0.2235,0.405298,0.8481339949382344
15393,CDKL3,0.2235,0.405298,0.8481339949382344
10675,lnc-HSPH1-3,-0.2235,0.405298,0.8481339949382344
33315,DDX52,0.2235,0.405298,0.8481339949382344
24139,FNDC8,0.2235,0.405298,0.8481339949382344
5784,lnc-TMEM105-2,-0.2235,0.405298,0.8481339949382344
28489,PTPRJ,-0.2235,0.405298,0.8481339949382344
4568,lnc-PDE2A-1,-0.2235,0.405298,0.8481339949382344
5133,BMS1P17,-0.2235,0.405298,0.8481339949382344
27520,HOXB13,0.2235,0.405298,0.8481339949382344
10992,lnc-LCE5A-2,-0.2235,0.405298,0.8481339949382344
20641,PPFIA3,0.2235,0.405298,0.8481339949382344
7924,XLOC_l2_015828,0.2235,0.405298,0.8481339949382344
22874,MORN4,0.2235,0.405298,0.8481339949382344
23129,TRIM8,-0.2235,0.405298,0.8481339949382344
33756,CTLA4,0.2235,0.405298,0.8481339949382344
5313,lnc-AC114546.1-4,0.2235,0.405298,0.8481339949382344
11322,MRPL46,0.2235,0.405298,0.8481339949382344
29213,DOCK9-AS2,0.2235,0.405298,0.8481339949382344
12473,lnc-SAMD14-1,0.2235,0.405298,0.8481339949382344
8779,lnc-ARID2-1,-0.2235,0.405298,0.8481339949382344
16245,GRK5,-0.2235,0.405298,0.8481339949382344
1540,lnc-EXO1-1,0.2235,0.405298,0.8481339949382344
7448,XLOC_l2_011604,0.2235,0.405298,0.8481339949382344
29501,SHISA2,-0.2235,0.405298,0.8481339949382344
24325,RNF8,0.2235,0.405298,0.8481339949382344
31864,FFAR3,-0.2235,0.405298,0.8481339949382344
14187,LOC101929353,-0.2235,0.405298,0.8481339949382344
19979,DBNDD1,-0.2235,0.405298,0.8481339949382344
12911,lnc-STRA6-1,0.2235,0.405298,0.8481339949382344
12148,HAUS5,0.2235,0.405298,0.8481339949382344
31983,TMEM144,-0.2235,0.405298,0.8481339949382344
19977,ZC3H7A,0.2235,0.405298,0.8481339949382344
6502,RPS18,0.2235,0.405298,0.8481339949382344
5826,lnc-LRRC30-1,-0.2235,0.405298,0.8481339949382344
32474,PCDHA12,0.2235,0.405298,0.8481339949382344
7131,lnc-DYNC1I2-1,0.2235,0.405298,0.8481339949382344
22752,CRYBB2,0.2235,0.405298,0.8481339949382344
31762,KRTAP10-6,-0.2235,0.405298,0.8481339949382344
14207,lnc-NPB-1,0.2235,0.405298,0.8481339949382344
24157,SIRT7,-0.2235,0.405298,0.8481339949382344
4865,lnc-STX2-6,-0.2235,0.405298,0.8481339949382344
8614,KCNMA1-AS3,-0.2235,0.405298,0.8481339949382344
28283,MYL12B,0.2235,0.405298,0.8481339949382344
8649,LOC101927508,0.2235,0.405298,0.8481339949382344
16372,KANK3,-0.2235,0.405298,0.8481339949382344
9916,DSG1-AS1,0.2235,0.405298,0.8481339949382344
21731,CHSY1,-0.2235,0.405298,0.8481339949382344
17267,CAPN9,0.2235,0.405298,0.8481339949382344
14356,lnc-PUM2-1,0.2235,0.405298,0.8481339949382344
11007,lnc-LEO1-1,0.2235,0.405298,0.8481339949382344
29311,HLA-DOA,0.2235,0.405298,0.8481339949382344
14272,lnc-TAS2R1-3,0.2235,0.405298,0.8481339949382344
23190,STAT6,0.2235,0.405298,0.8481339949382344
18450,DEPDC1,0.2235,0.405298,0.8481339949382344
15999,CHRNB3,-0.2235,0.405298,0.8481339949382344
25658,ZNF486,0.2235,0.405298,0.8481339949382344
29105,TBC1D30,-0.2235,0.405298,0.8481339949382344
11843,lnc-PIK3R1-5,-0.2235,0.405298,0.8481339949382344
18627,RNFT2,0.2235,0.405298,0.8481339949382344
31453,FAM90A7P,-0.2235,0.405298,0.8481339949382344
2208,LINC01213,-0.2235,0.405298,0.8481339949382344
31027,ANKRD13C,0.2235,0.405298,0.8481339949382344
28432,CDKN1A,-0.2235,0.405298,0.8481339949382344
16002,PRDM14,0.2235,0.405298,0.8481339949382344
16021,MED10,0.2235,0.405298,0.8481339949382344
9045,lnc-C14orf166B-2,0.2235,0.405298,0.8481339949382344
16194,STK33,0.2235,0.405298,0.8481339949382344
16185,P2RX3,-0.2235,0.405298,0.8481339949382344
24997,ARMCX5,0.2235,0.405298,0.8481339949382344
29486,NTN1,0.2235,0.405298,0.8481339949382344
25367,ZBED3,0.2235,0.405298,0.8481339949382344
23061,MCF2,0.2235,0.405298,0.8481339949382344
9439,lnc-CDHR4-1,0.2235,0.405298,0.8481339949382344
31177,LOC729870,-0.2235,0.405298,0.8481339949382344
12090,lnc-RAB1A-1,0.2235,0.405298,0.8481339949382344
21070,CHFR,0.2235,0.405298,0.8481339949382344
31826,C11orf30,0.2235,0.405298,0.8481339949382344
6596,LINC01519,0.2235,0.405298,0.8481339949382344
1633,lnc-GJA5-1,0.2235,0.405298,0.8481339949382344
16657,UBA1,0.2235,0.405298,0.8481339949382344
8329,LOC100506276,-0.2235,0.405298,0.8481339949382344
29479,PNPLA1,-0.2235,0.405298,0.8481339949382344
10037,lnc-ENO3-2,0.2235,0.405298,0.8481339949382344
21464,GTF2H1,0.2235,0.405298,0.8481339949382344
8919,lnc-BDKRB1-1,0.2235,0.405298,0.8481339949382344
29934,BCL2L12,-0.2235,0.405298,0.8481339949382344
28245,AHCYL2,0.2235,0.405298,0.8481339949382344
3791,lnc-TSTA3-1,-0.2235,0.405298,0.8481339949382344
6400,GBP3,0.2235,0.405298,0.8481339949382344
20336,C6orf195,0.2235,0.405298,0.8481339949382344
31199,ABAT,-0.2235,0.405298,0.8481339949382344
27635,MTMR4,0.2235,0.405298,0.8481339949382344
21333,SYNPO2L,-0.2235,0.405298,0.8481339949382344
19726,BPIFB2,-0.2235,0.405298,0.8481339949382344
21311,COQ10A,0.2235,0.405298,0.8481339949382344
34392,SLC14A2-AS1,-0.2235,0.405298,0.8481339949382344
33136,TMEM212,-0.2235,0.405298,0.8481339949382344
5973,LINC01233,-0.2235,0.405298,0.8481339949382344
26045,SMOC1,-0.2235,0.405298,0.8481339949382344
33775,F13B,0.2235,0.405298,0.8481339949382344
11905,lnc-PNMA2-1,0.2235,0.405298,0.8481339949382344
8085,LOC100289455,0.2235,0.405298,0.8481339949382344
21036,LINC00896,-0.2235,0.405298,0.8481339949382344
11248,lnc-MFSD4-1,0.2235,0.405298,0.8481339949382344
17108,SOSTDC1,0.2235,0.405298,0.8481339949382344
3793,LOC100288842,0.2235,0.405298,0.8481339949382344
346,LINC01116,0.2235,0.405298,0.8481339949382344
11043,LMO7,0.2235,0.405298,0.8481339949382344
23042,TXNL1,-0.2235,0.405298,0.8481339949382344
12638,lnc-SLC25A21-1,-0.2235,0.405298,0.8481339949382344
12662,SLC30A7,0.2235,0.405298,0.8481339949382344
32269,PCDHA4,-0.2235,0.405298,0.8481339949382344
24386,CSPP1,0.2235,0.405298,0.8481339949382344
235,lnc-KIAA0020-1,0.2235,0.405298,0.8481339949382344
417,XLOC_l2_010558,0.2235,0.405298,0.8481339949382344
11406,LINC00411,0.2235,0.405298,0.8481339949382344
10940,lnc-KLHDC9-1,0.2235,0.405298,0.8481339949382344
30819,PLAC9,-0.2235,0.405298,0.8481339949382344
12264,lnc-RP11-115C10.1.1-1,0.2235,0.405298,0.8481339949382344
2348,lnc-FBXO45-1,-0.2235,0.405298,0.8481339949382344
29175,SLC45A1,0.2235,0.405298,0.8481339949382344
28611,PNPLA4,0.2235,0.405298,0.8481339949382344
7013,LINC01534,-0.2235,0.405298,0.8481339949382344
26602,CYB5D2,0.2235,0.405298,0.8481339949382344
2020,lnc-CAPN13-2,-0.2235,0.405298,0.8481339949382344
14834,LINC01309,0.2235,0.405298,0.8481339949382344
4025,lnc-CD40LG-1,0.2235,0.405298,0.8481339949382344
14953,KRI1,0.2235,0.405298,0.8481339949382344
745,SNORD16,0.2235,0.405298,0.8481339949382344
30997,PLCB3,0.2235,0.405298,0.8481339949382344
18754,RAD51C,0.2235,0.405298,0.8481339949382344
8921,lnc-BEGAIN-1,-0.2235,0.405298,0.8481339949382344
31319,LOC100129215,-0.2235,0.405298,0.8481339949382344
21413,PCDHGB4,0.2235,0.405298,0.8481339949382344
29827,C22orf42,-0.2235,0.405298,0.8481339949382344
12719,lnc-SLC9A4-1,0.2235,0.405298,0.8481339949382344
3808,LOC101927358,0.2235,0.405298,0.8481339949382344
14950,VSIG10L,0.2235,0.405298,0.8481339949382344
21793,TMEM64,0.2235,0.405298,0.8481339949382344
23011,NOMO1,0.2235,0.405298,0.8481339949382344
31052,OR10G7,-0.2235,0.405298,0.8481339949382344
22167,LRRC43,0.2235,0.405298,0.8481339949382344
22184,JSRP1,0.2235,0.405298,0.8481339949382344
17113,TPK1,-0.2235,0.405298,0.8481339949382344
16510,ZKSCAN4,0.2235,0.405298,0.8481339949382344
26579,AXIN1,0.2235,0.405298,0.8481339949382344
10764,LLPH-AS1,-0.2235,0.405298,0.8481339949382344
25145,MEIS2,-0.2235,0.405298,0.8481339949382344
16750,GNG3,0.2235,0.405298,0.8481339949382344
21937,STAMBPL1,0.2235,0.405298,0.8481339949382344
16910,HRC,-0.2235,0.405298,0.8481339949382344
16719,SMC3,0.2235,0.405298,0.8481339949382344
14864,lnc-AC135050.1-1,0.2206,0.411666,0.8508466362337817
8266,RAB21,0.2206,0.411666,0.8508466362337817
28039,OSR2,0.2206,0.411666,0.8508466362337817
25676,KIAA1755,-0.2206,0.411666,0.8508466362337817
25644,ARHGEF40,-0.2206,0.411666,0.8508466362337817
25648,PNMA1,0.2206,0.411666,0.8508466362337817
9717,MIR762HG,0.2206,0.411666,0.8508466362337817
33799,C15orf59,-0.2206,0.411666,0.8508466362337817
26062,RPL23AP7,-0.2206,0.411666,0.8508466362337817
14654,LOC101928047,-0.2206,0.411666,0.8508466362337817
934,SNORD116-10,-0.2206,0.411666,0.8508466362337817
16512,MCCD1,0.2206,0.411666,0.8508466362337817
17139,CTSV,0.2206,0.411666,0.8508466362337817
31057,LIPK,-0.2206,0.411666,0.8508466362337817
3206,lnc-TNFAIP3-5,-0.2206,0.411666,0.8508466362337817
3208,LOC100507477,-0.2206,0.411666,0.8508466362337817
23555,KLF5,-0.2206,0.411666,0.8508466362337817
9414,lnc-CD2AP-2,0.2206,0.411666,0.8508466362337817
9374,lnc-CCDC68-2,0.2206,0.411666,0.8508466362337817
19341,ABI3BP,-0.2206,0.411666,0.8508466362337817
26662,MECP2,0.2206,0.411666,0.8508466362337817
7262,XLOC_l2_009652,0.2206,0.411666,0.8508466362337817
752,SNORA65,0.2206,0.411666,0.8508466362337817
14321,lnc-TMEM74-1,-0.2206,0.411666,0.8508466362337817
16547,OR51A7,-0.2206,0.411666,0.8508466362337817
6168,LOC101929863,0.2206,0.411666,0.8508466362337817
33272,OR2L3,-0.2206,0.411666,0.8508466362337817
12114,lnc-RALB-1,0.2206,0.411666,0.8508466362337817
28249,HBBP1,-0.2206,0.411666,0.8508466362337817
16440,LSG1,0.2206,0.411666,0.8508466362337817
16445,PIK3R4,0.2206,0.411666,0.8508466362337817
16465,ANK2,0.2206,0.411666,0.8508466362337817
8537,lnc-ADAMTS9-1,0.2206,0.411666,0.8508466362337817
28842,PARP4,-0.2206,0.411666,0.8508466362337817
25358,RBM22,-0.2206,0.411666,0.8508466362337817
22993,SARNP,0.2206,0.411666,0.8508466362337817
22981,FILIP1,0.2206,0.411666,0.8508466362337817
7411,LOC100507639,-0.2206,0.411666,0.8508466362337817
5075,lnc-KCTD12-1,-0.2206,0.411666,0.8508466362337817
11998,lnc-PRKACG-3,-0.2206,0.411666,0.8508466362337817
20200,ERBB2IP,0.2206,0.411666,0.8508466362337817
4088,lnc-FAM127A-1,0.2206,0.411666,0.8508466362337817
28817,EFCAB7,0.2206,0.411666,0.8508466362337817
18977,TCTEX1D2,0.2206,0.411666,0.8508466362337817
18983,GTF2E1,0.2206,0.411666,0.8508466362337817
11638,lnc-OLR1-1,-0.2206,0.411666,0.8508466362337817
11645,lnc-OPRL1-1,-0.2206,0.411666,0.8508466362337817
30428,LDHAL6A,-0.2206,0.411666,0.8508466362337817
32506,LOC100134237,-0.2206,0.411666,0.8508466362337817
9949,LINC01479,-0.2206,0.411666,0.8508466362337817
11825,lnc-PHLDB1-1,-0.2206,0.411666,0.8508466362337817
14352,lnc-MID1IP1-2,-0.2206,0.411666,0.8508466362337817
8611,LINC00842,-0.2206,0.411666,0.8508466362337817
27547,SLC25A26,0.2206,0.411666,0.8508466362337817
26736,ACSL3,0.2206,0.411666,0.8508466362337817
22962,GPC4,-0.2206,0.411666,0.8508466362337817
14706,RBMS3-AS1,-0.2206,0.411666,0.8508466362337817
21804,SLC5A11,0.2206,0.411666,0.8508466362337817
14196,LOC100288748,0.2206,0.411666,0.8508466362337817
6383,lnc-PPIAL4G-4,-0.2206,0.411666,0.8508466362337817
24659,ZNF821,0.2206,0.411666,0.8508466362337817
20139,MRPS36,0.2206,0.411666,0.8508466362337817
13815,lnc-ITM2C-2,0.2206,0.411666,0.8508466362337817
28963,CD48,0.2206,0.411666,0.8508466362337817
15006,MRPL53,0.2206,0.411666,0.8508466362337817
31778,LOC727799,-0.2206,0.411666,0.8508466362337817
32253,ADAMTS19,-0.2206,0.411666,0.8508466362337817
13657,LOC101929464,-0.2206,0.411666,0.8508466362337817
25797,PRORSD1P,0.2206,0.411666,0.8508466362337817
23144,HHEX,-0.2206,0.411666,0.8508466362337817
11971,NDUFV2-AS1,-0.2206,0.411666,0.8508466362337817
11989,lnc-PREX1-1,0.2206,0.411666,0.8508466362337817
23118,BCL3,-0.2206,0.411666,0.8508466362337817
11096,lnc-LRRC57-1,-0.2206,0.411666,0.8508466362337817
3850,lnc-TEK-2,0.2206,0.411666,0.8508466362337817
8403,NPSR1-AS1,-0.2206,0.411666,0.8508466362337817
1752,lnc-LRRTM4-3,-0.2206,0.411666,0.8508466362337817
17931,BCL2L10,0.2206,0.411666,0.8508466362337817
31219,STX19,-0.2206,0.411666,0.8508466362337817
27437,GALNT2,0.2206,0.411666,0.8508466362337817
147,LOC102800447,-0.2206,0.411666,0.8508466362337817
17882,PIP4K2C,-0.2206,0.411666,0.8508466362337817
20965,ELK3,0.2206,0.411666,0.8508466362337817
11595,lnc-NUBP1-1,0.2206,0.411666,0.8508466362337817
23541,CCDC53,0.2206,0.411666,0.8508466362337817
5564,lnc-TP53TG3-7,0.2206,0.411666,0.8508466362337817
3636,XKR9,-0.2206,0.411666,0.8508466362337817
10685,LOC100505921,0.2206,0.411666,0.8508466362337817
24838,ZNF76,0.2206,0.411666,0.8508466362337817
10833,lnc-KBTBD6-1,0.2206,0.411666,0.8508466362337817
24426,HGS,-0.2206,0.411666,0.8508466362337817
29256,SI,0.2206,0.411666,0.8508466362337817
11655,lnc-OR2G3-1,0.2206,0.411666,0.8508466362337817
32712,lnc-LGALS14-1,-0.2206,0.411666,0.8508466362337817
21602,LINC00615,0.2206,0.411666,0.8508466362337817
8723,ILF3-AS1,0.2206,0.411666,0.8508466362337817
22862,DCTN6,0.2206,0.411666,0.8508466362337817
5031,lnc-COL4A2-3,-0.2206,0.411666,0.8508466362337817
6883,LRRC37BP1,0.2206,0.411666,0.8508466362337817
17845,GTF2F1,0.2206,0.411666,0.8508466362337817
13502,lnc-WDR67-2,-0.2206,0.411666,0.8508466362337817
14941,KRT34,0.2206,0.411666,0.8508466362337817
31127,GCLM,-0.2206,0.411666,0.8508466362337817
26924,OR4C46,0.2206,0.411666,0.8508466362337817
16287,TSNAXIP1,0.2206,0.411666,0.8508466362337817
25475,RBKS,0.2206,0.411666,0.8508466362337817
5578,LOC102723429,-0.2206,0.411666,0.8508466362337817
25728,GPX6,0.2206,0.411666,0.8508466362337817
9991,lnc-EGR3-1,-0.2206,0.411666,0.8508466362337817
5016,lnc-NDFIP2-9,0.2206,0.411666,0.8508466362337817
1806,LINC00298,0.2206,0.411666,0.8508466362337817
614,CPXM1,-0.2206,0.411666,0.8508466362337817
17780,ACP6,-0.2206,0.411666,0.8508466362337817
9137,lnc-C1orf53-1,0.2206,0.411666,0.8508466362337817
25041,USH2A,-0.2206,0.411666,0.8508466362337817
26943,ZNF559,0.2206,0.411666,0.8508466362337817
26947,UBR3,0.2206,0.411666,0.8508466362337817
13683,lnc-ZNF675-1,-0.2206,0.411666,0.8508466362337817
31015,GNS,0.2206,0.411666,0.8508466362337817
31136,RIN1,0.2206,0.411666,0.8508466362337817
9588,LOC101927795,-0.2206,0.411666,0.8508466362337817
28182,C11orf58,0.2206,0.411666,0.8508466362337817
4802,lnc-CTDSP2-4,-0.2206,0.411666,0.8508466362337817
7433,EVA1C,-0.2206,0.411666,0.8508466362337817
21277,C2CD2L,0.2206,0.411666,0.8508466362337817
