,Gene,Spearman_r,P_value,FDR
5465,lnc-AGBL1-2,-0.0441,0.871122,0.9714036893584227
14289,lnc-C9orf93-2,0.0441,0.871122,0.9714036893584227
30139,NFE2L2,-0.0441,0.871122,0.9714036893584227
32354,DDI1,0.0441,0.871122,0.9714036893584227
866,SNORD7,0.0441,0.871122,0.9714036893584227
34607,RYR3,-0.0441,0.871122,0.9714036893584227
4261,lnc-TMEM72-1,-0.0441,0.871122,0.9714036893584227
18442,TXNDC12,0.0441,0.871122,0.9714036893584227
18457,TMEM63A,-0.0441,0.871122,0.9714036893584227
4318,lnc-CALML5-3,-0.0441,0.871122,0.9714036893584227
26444,SNX15,-0.0441,0.871122,0.9714036893584227
4669,lnc-GABARAPL1-1,-0.0441,0.871122,0.9714036893584227
4640,SSPN,0.0441,0.871122,0.9714036893584227
8906,lnc-BCAN-1,0.0441,0.871122,0.9714036893584227
22840,NKD1,-0.0441,0.871122,0.9714036893584227
32802,TMED8,-0.0441,0.871122,0.9714036893584227
32828,CABP7,0.0441,0.871122,0.9714036893584227
12377,LOC101929949,-0.0441,0.871122,0.9714036893584227
9130,lnc-C1orf198-3,0.0441,0.871122,0.9714036893584227
19209,ARHGEF10,-0.0441,0.871122,0.9714036893584227
17098,STAG3,-0.0441,0.871122,0.9714036893584227
15051,MAFF,0.0441,0.871122,0.9714036893584227
3565,lnc-PTPRN2-1,0.0441,0.871122,0.9714036893584227
187,LOC100287225,-0.0441,0.871122,0.9714036893584227
8890,lnc-BAG4-1,-0.0441,0.871122,0.9714036893584227
26529,HIST1H2AK,-0.0441,0.871122,0.9714036893584227
17224,FAM156A,0.0441,0.871122,0.9714036893584227
19099,CNR1,0.0441,0.871122,0.9714036893584227
19093,EGR1,0.0441,0.871122,0.9714036893584227
22720,COL11A2,0.0441,0.871122,0.9714036893584227
22821,PPP1R3E,-0.0441,0.871122,0.9714036893584227
33942,ANKRD22,-0.0441,0.871122,0.9714036893584227
19250,DCAF10,-0.0441,0.871122,0.9714036893584227
17026,PAPSS1,0.0441,0.871122,0.9714036893584227
6816,ULK4P3,0.0441,0.871122,0.9714036893584227
27729,PRKCSH,0.0441,0.871122,0.9714036893584227
7177,XLOC_l2_009096,-0.0441,0.871122,0.9714036893584227
1236,NAGPA-AS1,-0.0441,0.871122,0.9714036893584227
20912,SUDS3,-0.0441,0.871122,0.9714036893584227
12856,lnc-SRBD1-2,-0.0441,0.871122,0.9714036893584227
26578,LSM4,-0.0441,0.871122,0.9714036893584227
26604,KRT13,-0.0441,0.871122,0.9714036893584227
13120,lnc-TM6SF1-3,-0.0441,0.871122,0.9714036893584227
9329,lnc-CASC1-1,-0.0441,0.871122,0.9714036893584227
9266,lnc-C9orf146-2,-0.0441,0.871122,0.9714036893584227
9287,lnc-CACNA1C-1,0.0441,0.871122,0.9714036893584227
19308,LCAT,-0.0441,0.871122,0.9714036893584227
16993,TTLL12,-0.0441,0.871122,0.9714036893584227
2900,lnc-NEURL1B-4,-0.0441,0.871122,0.9714036893584227
23395,CDH26,-0.0441,0.871122,0.9714036893584227
5231,LOC101927856,-0.0441,0.871122,0.9714036893584227
20620,ACTL7A,-0.0441,0.871122,0.9714036893584227
5712,LOC101928205,-0.0441,0.871122,0.9714036893584227
29786,PIAS4,-0.0441,0.871122,0.9714036893584227
1980,lnc-CCDC140-3,-0.0441,0.871122,0.9714036893584227
8732,LOC101928937,0.0441,0.871122,0.9714036893584227
26744,TMX4,-0.0441,0.871122,0.9714036893584227
22488,SPP2,-0.0441,0.871122,0.9714036893584227
11928,lnc-POLR3E-1,-0.0441,0.871122,0.9714036893584227
1027,PCNAP1,-0.0441,0.871122,0.9714036893584227
30438,GPR19,0.0441,0.871122,0.9714036893584227
9488,lnc-CENPV-2,0.0441,0.871122,0.9714036893584227
28792,SAMD13,-0.0441,0.871122,0.9714036893584227
26003,ZNRF2P1,0.0441,0.871122,0.9714036893584227
6389,XLOC_l2_000038,0.0441,0.871122,0.9714036893584227
16860,ZNF18,-0.0441,0.871122,0.9714036893584227
16932,CRYGC,0.0441,0.871122,0.9714036893584227
26127,SPDYE2,-0.0441,0.871122,0.9714036893584227
29843,C7orf72,-0.0441,0.871122,0.9714036893584227
5683,lnc-KCNJ12-5,0.0441,0.871122,0.9714036893584227
14776,lnc-COMMD7-1,0.0441,0.871122,0.9714036893584227
641,DCLK1,-0.0441,0.871122,0.9714036893584227
8509,lnc-ACSM5-1,-0.0441,0.871122,0.9714036893584227
4575,lnc-FAM181B-3,0.0441,0.871122,0.9714036893584227
29873,INPP4B,-0.0441,0.871122,0.9714036893584227
3644,lnc-ZFHX4-2,0.0441,0.871122,0.9714036893584227
9567,lnc-CLDN14-2,0.0441,0.871122,0.9714036893584227
9585,LOC102725160,0.0441,0.871122,0.9714036893584227
25940,PTPLB,0.0441,0.871122,0.9714036893584227
9483,lnc-CENPJ-1,0.0441,0.871122,0.9714036893584227
6386,TNFRSF14,-0.0441,0.871122,0.9714036893584227
12079,lnc-PYCARD-1,-0.0441,0.871122,0.9714036893584227
12117,PPP4R1-AS1,-0.0441,0.871122,0.9714036893584227
11991,LOC101927058,0.0441,0.871122,0.9714036893584227
5648,FLJ40194,-0.0441,0.871122,0.9714036893584227
30315,POU3F3,0.0441,0.871122,0.9714036893584227
17468,CLEC4G,0.0441,0.871122,0.9714036893584227
18909,MOB4,-0.0441,0.871122,0.9714036893584227
17558,DDX5,0.0441,0.871122,0.9714036893584227
1505,LOC101930532,-0.0441,0.871122,0.9714036893584227
33821,LOC151760,0.0441,0.871122,0.9714036893584227
6357,lnc-SCUBE1-1,-0.0441,0.871122,0.9714036893584227
4778,lnc-VWF-3,-0.0441,0.871122,0.9714036893584227
19532,MAN2B2,-0.0441,0.871122,0.9714036893584227
11881,lnc-PLEKHA3-2,0.0441,0.871122,0.9714036893584227
11866,lnc-PLAT-1,-0.0441,0.871122,0.9714036893584227
23601,LDHD,-0.0441,0.871122,0.9714036893584227
5964,lnc-SNAPC2-2,-0.0441,0.871122,0.9714036893584227
683,CDH13,-0.0441,0.871122,0.9714036893584227
12326,lnc-RP11-503N18.3.1-1,0.0441,0.871122,0.9714036893584227
12324,lnc-RP11-467M13.1.1-3,-0.0441,0.871122,0.9714036893584227
21112,HOXD4,-0.0441,0.871122,0.9714036893584227
13438,LOC101928921,0.0441,0.871122,0.9714036893584227
5197,LOC100507277,0.0441,0.871122,0.9714036893584227
8379,LOC100506107,-0.0441,0.871122,0.9714036893584227
13541,lnc-XXbac-B461K10.4.1-2,-0.0441,0.871122,0.9714036893584227
29465,LOC100132057,0.0441,0.871122,0.9714036893584227
33132,SCARNA5,-0.0441,0.871122,0.9714036893584227
18876,DNAJB2,-0.0441,0.871122,0.9714036893584227
3672,NCRNA00250,0.0441,0.871122,0.9714036893584227
9708,lnc-CTD-2517M22.14.1-1,0.0441,0.871122,0.9714036893584227
16674,PLOD1,0.0441,0.871122,0.9714036893584227
31585,METTL15,-0.0441,0.871122,0.9714036893584227
25832,EHHADH,-0.0441,0.871122,0.9714036893584227
25840,OLR1,-0.0441,0.871122,0.9714036893584227
14596,lnc-RP11-279O9.4.1-1,-0.0441,0.871122,0.9714036893584227
13588,lnc-ZCRB1-1,0.0441,0.871122,0.9714036893584227
14650,lnc-UBLCP1-7,-0.0441,0.871122,0.9714036893584227
30975,AMACR,-0.0441,0.871122,0.9714036893584227
30001,ZNF391,0.0441,0.871122,0.9714036893584227
1876,EML6,-0.0441,0.871122,0.9714036893584227
6027,lnc-CDC42EP5-1,-0.0441,0.871122,0.9714036893584227
2736,LOC100506688,-0.0441,0.871122,0.9714036893584227
11647,lnc-OR10H1-1,-0.0441,0.871122,0.9714036893584227
14567,lnc-ANKMY2-1,0.0441,0.871122,0.9714036893584227
2697,lnc-UGT8-1,-0.0441,0.871122,0.9714036893584227
28888,POTEKP,0.0441,0.871122,0.9714036893584227
25688,ORAOV1,-0.0441,0.871122,0.9714036893584227
9744,lnc-CXCL2-1,-0.0441,0.871122,0.9714036893584227
11732,lnc-PARP16-1,0.0441,0.871122,0.9714036893584227
14584,LINC01185,0.0441,0.871122,0.9714036893584227
8211,lnc-TMX1-2,0.0441,0.871122,0.9714036893584227
11728,LINC00838,-0.0441,0.871122,0.9714036893584227
4466,lnc-CREB3L1-3,0.0441,0.871122,0.9714036893584227
17769,IFI16,-0.0441,0.871122,0.9714036893584227
8127,LOC101929767,-0.0441,0.871122,0.9714036893584227
1848,lnc-TRIB2-4,-0.0441,0.871122,0.9714036893584227
25465,MMADHC,0.0441,0.871122,0.9714036893584227
9946,lnc-DYNLL2-2,-0.0441,0.871122,0.9714036893584227
16523,MAP3K5,-0.0441,0.871122,0.9714036893584227
28913,FLJ33534,0.0441,0.871122,0.9714036893584227
11626,lnc-OBSCN-1,0.0441,0.871122,0.9714036893584227
11564,lnc-NRN1-1,-0.0441,0.871122,0.9714036893584227
11548,THRB-AS1,0.0441,0.871122,0.9714036893584227
30490,ANKRD18A,-0.0441,0.871122,0.9714036893584227
712,SNORA70,-0.0441,0.871122,0.9714036893584227
24218,CNGA3,-0.0441,0.871122,0.9714036893584227
2315,lnc-MBNL1-1,0.0441,0.871122,0.9714036893584227
3895,lnc-SMC2-1,-0.0441,0.871122,0.9714036893584227
3891,lnc-KRT8P11-1,0.0441,0.871122,0.9714036893584227
756,SNORD30,-0.0441,0.871122,0.9714036893584227
9978,lnc-EFCAB5-1,-0.0441,0.871122,0.9714036893584227
28935,AFAP1L1,0.0441,0.871122,0.9714036893584227
28372,MAGEB4,-0.0441,0.871122,0.9714036893584227
31019,SLC6A7,-0.0441,0.871122,0.9714036893584227
14537,lnc-SLC6A4-2,-0.0441,0.871122,0.9714036893584227
3397,lnc-BMPER-1,-0.0441,0.871122,0.9714036893584227
10060,lnc-ERMP1-1,0.0441,0.871122,0.9714036893584227
10122,lnc-FAM164C-1,-0.0441,0.871122,0.9714036893584227
962,SNORA70C,0.0441,0.871122,0.9714036893584227
24072,PHF11,-0.0441,0.871122,0.9714036893584227
2680,LOC102723766,-0.0441,0.871122,0.9714036893584227
11513,PLCE1-AS1,0.0441,0.871122,0.9714036893584227
33326,GABRA1,-0.0441,0.871122,0.9714036893584227
27136,CBLN1,-0.0441,0.871122,0.9714036893584227
20279,TMC2,-0.0441,0.871122,0.9714036893584227
3865,lnc-ANXA1-1,-0.0441,0.871122,0.9714036893584227
32394,lnc-AC092117.1-1,-0.0441,0.871122,0.9714036893584227
18681,F10,-0.0441,0.871122,0.9714036893584227
13898,lnc-ANKRD35-1,-0.0441,0.871122,0.9714036893584227
32411,SMIM21,0.0441,0.871122,0.9714036893584227
24518,SLC25A24,0.0441,0.871122,0.9714036893584227
24507,CD53,0.0441,0.871122,0.9714036893584227
25074,SORL1,0.0441,0.871122,0.9714036893584227
25124,PPP2R3C,0.0441,0.871122,0.9714036893584227
19912,BAP1,-0.0441,0.871122,0.9714036893584227
31684,OR2M5,0.0441,0.871122,0.9714036893584227
16336,ZNF701,0.0441,0.871122,0.9714036893584227
16362,MOB3A,-0.0441,0.871122,0.9714036893584227
24257,COL8A1,0.0441,0.871122,0.9714036893584227
32225,ZNF705E,-0.0441,0.871122,0.9714036893584227
7764,XLOC_l2_014458,-0.0441,0.871122,0.9714036893584227
7763,XLOC_l2_014424,-0.0441,0.871122,0.9714036893584227
27448,ABCG4,0.0441,0.871122,0.9714036893584227
14028,lnc-S100A13-1,0.0441,0.871122,0.9714036893584227
5507,lnc-GPT2-1,0.0441,0.871122,0.9714036893584227
25058,SRGN,-0.0441,0.871122,0.9714036893584227
33552,LINC01310,-0.0441,0.871122,0.9714036893584227
10481,NEURL4,0.0441,0.871122,0.9714036893584227
10537,lnc-H2AFY2-1,-0.0441,0.871122,0.9714036893584227
2384,lnc-CBLB-7,0.0441,0.871122,0.9714036893584227
25049,FRRS1,0.0441,0.871122,0.9714036893584227
25079,OR2F1,-0.0441,0.871122,0.9714036893584227
20233,TRIM7,-0.0441,0.871122,0.9714036893584227
10931,lnc-KLF11-1,-0.0441,0.871122,0.9714036893584227
24959,CDH18,-0.0441,0.871122,0.9714036893584227
30611,KLHL30,-0.0441,0.871122,0.9714036893584227
4957,lnc-SLITRK6-12,-0.0441,0.871122,0.9714036893584227
24988,DIAPH2,0.0441,0.871122,0.9714036893584227
25001,TLR7,-0.0441,0.871122,0.9714036893584227
2427,lnc-TRAK1-1,-0.0441,0.871122,0.9714036893584227
14425,lnc-ATAD1-1,-0.0441,0.871122,0.9714036893584227
32231,DEFB132,-0.0441,0.871122,0.9714036893584227
30189,MROH5,0.0441,0.871122,0.9714036893584227
21800,BAIAP2L2,-0.0441,0.871122,0.9714036893584227
7653,PMS2,-0.0441,0.871122,0.9714036893584227
6747,XLOC_l2_004306,-0.0441,0.871122,0.9714036893584227
7536,LOC101929309,-0.0441,0.871122,0.9714036893584227
7459,LOC102723470,-0.0441,0.871122,0.9714036893584227
10866,lnc-KCTD20-1,-0.0441,0.871122,0.9714036893584227
24678,CCL7,-0.0441,0.871122,0.9714036893584227
33439,LRRC30,0.0441,0.871122,0.9714036893584227
10756,lnc-INTS4-1,-0.0441,0.871122,0.9714036893584227
10785,LINC00466,-0.0441,0.871122,0.9714036893584227
3751,lnc-EIF3H-1,-0.0441,0.871122,0.9714036893584227
21675,RGMA,-0.0441,0.871122,0.9714036893584227
21712,ADAM19,-0.0441,0.871122,0.9714036893584227
14040,lnc-C1orf31-4,-0.0441,0.871122,0.9714036893584227
21765,ZNF524,0.0441,0.871122,0.9714036893584227
27662,SH3GLB2,-0.0441,0.871122,0.9714036893584227
7488,XLOC_l2_011996,-0.0441,0.871122,0.9714036893584227
7355,XLOC_l2_010724,0.0441,0.871122,0.9714036893584227
34554,KIAA0509,0.0441,0.871122,0.9714036893584227
18533,PPIF,-0.0441,0.871122,0.9714036893584227
3325,LINC00326,0.0441,0.871122,0.9714036893584227
6917,AMZ2,0.0441,0.871122,0.9714036893584227
11,LOC100130691,0.0441,0.871122,0.9714036893584227
28061,AHCY,0.0441,0.871122,0.9714036893584227
34714,LOC101928053,-0.0441,0.871122,0.9714036893584227
34722,CATSPER2P1,-0.0428,0.874929,0.9721460222766763
15989,ACTR3B,-0.0427,0.875295,0.9721460222766763
26754,FSTL5,0.0427,0.875295,0.9721460222766763
32318,MRPS16,0.0412,0.879654,0.9721460222766763
8909,SOX5,0.0412,0.879654,0.9721460222766763
26549,SPATA12,-0.0412,0.879654,0.9721460222766763
2023,lnc-AC013480.1.1-4,0.0412,0.879654,0.9721460222766763
21875,TMEM26,-0.0412,0.879654,0.9721460222766763
26510,DLGAP4,0.0412,0.879654,0.9721460222766763
26528,HIST1H3D,-0.0412,0.879654,0.9721460222766763
28147,LYRM5,0.0412,0.879654,0.9721460222766763
7292,LINC01206,0.0412,0.879654,0.9721460222766763
25402,RFC2,0.0412,0.879654,0.9721460222766763
25298,EWSR1,0.0412,0.879654,0.9721460222766763
10132,lnc-FAM182A-3,0.0412,0.879654,0.9721460222766763
10050,lnc-EPS8L2-1,0.0412,0.879654,0.9721460222766763
6744,XLOC_l2_004213,0.0412,0.879654,0.9721460222766763
8148,IPO5P1,-0.0412,0.879654,0.9721460222766763
23065,BPY2B,0.0412,0.879654,0.9721460222766763
14971,CHMP6,0.0412,0.879654,0.9721460222766763
12601,lnc-SIX6-1,-0.0412,0.879654,0.9721460222766763
10194,lnc-FAM92B-3,0.0412,0.879654,0.9721460222766763
17269,EFCAB2,0.0412,0.879654,0.9721460222766763
34467,LOC644656,0.0412,0.879654,0.9721460222766763
18162,TAAR9,0.0412,0.879654,0.9721460222766763
18518,PADI2,-0.0412,0.879654,0.9721460222766763
21650,NTSR1,0.0412,0.879654,0.9721460222766763
5473,lnc-RP11-210M15.2.1-1,0.0412,0.879654,0.9721460222766763
13644,LOC101928530,0.0412,0.879654,0.9721460222766763
5609,lnc-COX4NB-1,-0.0412,0.879654,0.9721460222766763
18116,C4orf17,0.0412,0.879654,0.9721460222766763
34048,RAP2C-AS1,-0.0412,0.879654,0.9721460222766763
6585,BEND3P3,0.0412,0.879654,0.9721460222766763
8442,lnc-AC069257.9.1-1,0.0412,0.879654,0.9721460222766763
20072,ARL6IP6,0.0412,0.879654,0.9721460222766763
4964,lnc-MRP63-1,-0.0412,0.879654,0.9721460222766763
6101,lnc-SSTR4-4,0.0412,0.879654,0.9721460222766763
6098,LOC101929625,-0.0412,0.879654,0.9721460222766763
7517,LOC100996325,0.0412,0.879654,0.9721460222766763
11098,HPYR1,-0.0412,0.879654,0.9721460222766763
33299,TPRG1,0.0412,0.879654,0.9721460222766763
11328,lnc-MRPS22-1,-0.0412,0.879654,0.9721460222766763
16026,ISY1,-0.0412,0.879654,0.9721460222766763
26325,PARM1,0.0412,0.879654,0.9721460222766763
30147,OR14A16,0.0412,0.879654,0.9721460222766763
21579,AHCYL1,0.0412,0.879654,0.9721460222766763
24345,CD83,-0.0412,0.879654,0.9721460222766763
353,PMF1,-0.0412,0.879654,0.9721460222766763
11277,lnc-MMD-5,-0.0412,0.879654,0.9721460222766763
16455,CLCN2,-0.0412,0.879654,0.9721460222766763
19822,SLC10A1,-0.0412,0.879654,0.9721460222766763
10981,lnc-LAMA1-5,-0.0412,0.879654,0.9721460222766763
24640,HAPLN1,0.0412,0.879654,0.9721460222766763
8553,lnc-AF127577.1-3,0.0412,0.879654,0.9721460222766763
26814,SULT1A4,-0.0412,0.879654,0.9721460222766763
19676,AADAT,0.0412,0.879654,0.9721460222766763
18038,SLC35F5,-0.0412,0.879654,0.9721460222766763
17959,ZNF629,0.0412,0.879654,0.9721460222766763
9205,lnc-C5orf22-3,0.0412,0.879566,0.9721460222766763
29927,LOC286367,-0.0412,0.879654,0.9721460222766763
14320,LOC101926943,0.0412,0.879654,0.9721460222766763
14226,LOC102723736,0.0412,0.879654,0.9721460222766763
14244,DIAPH3-AS1,0.0412,0.879654,0.9721460222766763
18564,JRKL,0.0412,0.879654,0.9721460222766763
31186,OR51F2,-0.0412,0.879654,0.9721460222766763
18613,BAZ2A,-0.0412,0.879654,0.9721460222766763
16587,HARBI1,-0.0412,0.879654,0.9721460222766763
30592,LINC00235,0.0412,0.879654,0.9721460222766763
5003,lnc-AL445989.1-11,0.0412,0.879654,0.9721460222766763
24302,AP3S1,0.0412,0.879654,0.9721460222766763
4801,lnc-CTDSP2-3,0.0412,0.879654,0.9721460222766763
9272,FRRS1L,0.0412,0.879654,0.9721460222766763
22332,CDC14A,-0.0412,0.879654,0.9721460222766763
5616,lnc-CA5A-3,0.0412,0.879654,0.9721460222766763
32281,OR5H2,-0.0412,0.879654,0.9721460222766763
22455,CHRNA10,-0.0412,0.879654,0.9721460222766763
9312,MIR205HG,-0.0412,0.879654,0.9721460222766763
170,ERVMER34-1,0.0412,0.879654,0.9721460222766763
1441,lnc-DMRTB1-1,0.0412,0.879654,0.9721460222766763
2120,lnc-ILKAP-1,-0.0412,0.879654,0.9721460222766763
13549,LOC102725477,-0.0412,0.879654,0.9721460222766763
28710,SFSWAP,0.0412,0.879654,0.9721460222766763
6190,lnc-TCFL5-3,0.0412,0.879654,0.9721460222766763
6187,lnc-SYCP2-2,-0.0412,0.879654,0.9721460222766763
11479,lnc-NIF3L1-1,0.0412,0.879654,0.9721460222766763
33285,FAM229B,0.0412,0.879654,0.9721460222766763
11349,lnc-MTERFD2-2,-0.0412,0.879654,0.9721460222766763
24243,UQCR10,-0.0412,0.879654,0.9721460222766763
24266,DPH3,-0.0412,0.879654,0.9721460222766763
10780,lnc-ITGAL-3,0.0412,0.879654,0.9721460222766763
2482,LOC101927305,-0.0412,0.879654,0.9721460222766763
10640,LOC101929715,-0.0412,0.879654,0.9721460222766763
22383,KLF15,0.0412,0.879654,0.9721460222766763
13240,lnc-TOR3A-1,-0.0412,0.879654,0.9721460222766763
32625,LL22NC03-63E9.3,0.0412,0.879654,0.9721460222766763
27433,FAM20A,0.0412,0.879654,0.9721460222766763
7089,XLOC_l2_008040,0.0412,0.879654,0.9721460222766763
6421,XLOC_l2_000641,0.0412,0.879654,0.9721460222766763
24905,ARFGEF1,0.0412,0.879654,0.9721460222766763
19624,PECAM1,-0.0412,0.879654,0.9721460222766763
2693,lnc-AFM-1,0.0412,0.879654,0.9721460222766763
11557,LINC01024,-0.0412,0.879654,0.9721460222766763
1304,LOC101927787,-0.0412,0.879654,0.9721460222766763
24124,KNOP1,0.0412,0.879654,0.9721460222766763
2684,lnc-SORBS2-1,-0.0412,0.879654,0.9721460222766763
10786,ROR1-AS1,0.0412,0.879654,0.9721460222766763
19477,MMP8,-0.0412,0.879654,0.9721460222766763
16807,AKAP3,-0.0412,0.879654,0.9721460222766763
17782,C1orf94,-0.0412,0.879654,0.9721460222766763
26131,LOC441666,0.0412,0.879654,0.9721460222766763
32637,TRPC7,0.0412,0.879654,0.9721460222766763
7997,PIGC,0.0412,0.879654,0.9721460222766763
34361,LOC255177,-0.0412,0.879654,0.9721460222766763
22583,TMEM196,-0.0412,0.879654,0.9721460222766763
35,lnc-NR2F1-1,0.0412,0.879654,0.9721460222766763
7186,XLOC_l2_009159,0.0412,0.879654,0.9721460222766763
2118,lnc-COL6A3-2,0.0412,0.879654,0.9721460222766763
9590,lnc-CLK4-1,0.0412,0.879654,0.9721460222766763
6368,LOC100507657,0.0412,0.879654,0.9721460222766763
25916,NAP1L4,0.0412,0.879654,0.9721460222766763
28814,lnc-CHST4-3,0.0412,0.879654,0.9721460222766763
25924,C12orf40,0.0412,0.879654,0.9721460222766763
2184,lnc-SCN1A-1,0.0412,0.879654,0.9721460222766763
9617,LOC101927723,-0.0412,0.879654,0.9721460222766763
17760,CHRDL1,0.0412,0.879654,0.9721460222766763
17775,CDC42EP2,-0.0412,0.879654,0.9721460222766763
10630,HNRNPU-AS1,-0.0412,0.879654,0.9721460222766763
10542,LEF1-AS1,-0.0412,0.879654,0.9721460222766763
11716,CTB-178M22.2,0.0412,0.879654,0.9721460222766763
24952,ZNF672,0.0412,0.879654,0.9721460222766763
19434,SLC30A1,0.0412,0.879654,0.9721460222766763
7544,XLOC_l2_012724,0.0412,0.879654,0.9721460222766763
5955,lnc-ZNF625-1,-0.0412,0.879654,0.9721460222766763
4505,lnc-ZC3H12C-1,0.0412,0.879654,0.9721460222766763
33830,SLC24A5,0.0412,0.879654,0.9721460222766763
9593,MYCBP2-AS1,-0.0412,0.879654,0.9721460222766763
22529,RAB37,-0.0412,0.879654,0.9721460222766763
28588,GALNT4,-0.0412,0.879654,0.9721460222766763
31301,lnc-RBMY1J-1,0.0412,0.879654,0.9721460222766763
14445,lnc-MYO6-1,0.0412,0.879654,0.9721460222766763
23770,ANKHD1-EIF4EBP3,0.0412,0.879654,0.9721460222766763
30485,DENND4B,0.0412,0.879654,0.9721460222766763
3725,PPP1R42,0.0412,0.879654,0.9721460222766763
15651,COLCA2,-0.0412,0.879654,0.9721460222766763
1289,LOC100505782,0.0412,0.879654,0.9721460222766763
1280,LOC100507351,-0.0412,0.879654,0.9721460222766763
10419,lnc-GNB1L-1,-0.0412,0.879654,0.9721460222766763
10414,lnc-GMDS-2,0.0412,0.879654,0.9721460222766763
8295,LOC100508227,-0.0412,0.879654,0.9721460222766763
34494,LHFPL3-AS2,0.0412,0.879654,0.9721460222766763
3658,lnc-GRHL2-7,-0.0412,0.879654,0.9721460222766763
23666,TBCB,-0.0412,0.879654,0.9721460222766763
23612,COX10,0.0412,0.879654,0.9721460222766763
313,C17orf51,0.0412,0.879654,0.9721460222766763
768,SNORA69,-0.0412,0.879654,0.9721460222766763
6213,lnc-PPP1R3D-1,-0.0412,0.879654,0.9721460222766763
15507,ALG13,0.0412,0.879654,0.9721460222766763
1581,lnc-DMRTA2-3,-0.0412,0.879654,0.9721460222766763
27705,FAM183B,-0.0412,0.879654,0.9721460222766763
13021,LINC00242,0.0412,0.879654,0.9721460222766763
8070,LURAP1L-AS1,-0.0412,0.879654,0.9721460222766763
22728,SERINC5,-0.0412,0.879654,0.9721460222766763
1778,LOC101927926,-0.0412,0.879654,0.9721460222766763
21289,RMI2,0.0412,0.879654,0.9721460222766763
1963,lnc-CPO-1,0.0412,0.879654,0.9721460222766763
5938,lnc-TCF4-4,-0.0412,0.879654,0.9721460222766763
11961,lnc-PPP1R3A-2,-0.0412,0.879654,0.9721460222766763
33069,NKX2-4,-0.0412,0.879654,0.9721460222766763
15405,CNOT8,-0.0412,0.879654,0.9721460222766763
20527,ZBED6CL,0.0412,0.879654,0.9721460222766763
26981,DACT2,-0.0412,0.879654,0.9721460222766763
31530,ATP1A3,-0.0412,0.879654,0.9721460222766763
17005,ATG7,-0.0412,0.879654,0.9721460222766763
18819,ZNF160,0.0412,0.879654,0.9721460222766763
30957,PSMG4,0.0412,0.879654,0.9721460222766763
22805,PIWIL4,-0.0412,0.879654,0.9721460222766763
3036,lnc-EBF1-1,0.0412,0.879654,0.9721460222766763
17508,NAGK,0.0412,0.879654,0.9721460222766763
804,SNORA13,0.0412,0.879654,0.9721460222766763
4152,LINC00839,0.0412,0.879654,0.9721460222766763
30835,OR8B4,-0.0412,0.879654,0.9721460222766763
1387,lnc-GOLPH3L-1,0.0412,0.879654,0.9721460222766763
33587,TCP11X2,-0.0412,0.879654,0.9721460222766763
20674,ARHGEF7,0.0412,0.879654,0.9721460222766763
20665,ALDOB,-0.0412,0.879654,0.9721460222766763
11995,lnc-PRKACB-4,0.0412,0.879654,0.9721460222766763
5911,LOC102724913,-0.0412,0.879654,0.9721460222766763
29552,ZNF738,-0.0412,0.879654,0.9721460222766763
2381,lnc-CBLB-1,-0.0412,0.879654,0.9721460222766763
2380,lnc-RPL24-2,-0.0412,0.879654,0.9721460222766763
5870,lnc-SALL3-2,-0.0412,0.879654,0.9721460222766763
9743,lnc-CXADR-2,0.0412,0.879654,0.9721460222766763
34334,LINC00535,-0.0412,0.879654,0.9721460222766763
12798,lnc-SORCS1-5,-0.0412,0.879654,0.9721460222766763
8729,lnc-AP3S1-6,-0.0412,0.879654,0.9721460222766763
7283,LINC01210,-0.0412,0.879654,0.9721460222766763
9677,lnc-CREG1-3,-0.0412,0.879654,0.9721460222766763
6345,lnc-MAPK8IP2-1,0.0412,0.879654,0.9721460222766763
30310,LOC100132249,-0.0412,0.879654,0.9721460222766763
14759,lnc-FAM98A-1,-0.0412,0.879654,0.9721460222766763
22899,MR1,-0.0412,0.879654,0.9721460222766763
22890,RBMS1,0.0412,0.879654,0.9721460222766763
22885,CRIPAK,-0.0412,0.879654,0.9721460222766763
4545,lnc-LRRC4C-5,-0.0412,0.879654,0.9721460222766763
9796,GPC5-AS1,0.0412,0.879654,0.9721460222766763
28866,LOC101928370,0.0412,0.879654,0.9721460222766763
32985,LOC100129473,-0.0412,0.879654,0.9721460222766763
5888,lnc-RP11-863N1.2.1-1,-0.0412,0.879654,0.9721460222766763
